Ligand SMILES,QED
O=C1CCC2CCN(c3ncnc4[nH]ccc34)CC2N1Cc1ccc(F)cc1,0.7594542847263824
CC1CC2CCN(c3ncnc4[nH]ccc34)CC2N(Cc2ccc(F)cc2)C1=O,0.7411208289577804
O=C1C2CC3CN(c4ncnc5[nH]ccc45)CC(C3C2)N1Cc1ccc(F)cc1,0.7455930093491338
O=C1C2=CC3C(C2)CN(c2ncnc4[nH]ccc24)CC3N1Cc1ccc(F)cc1,0.7481904552055033
CC1CN(c2ncnc3[nH]ccc23)CC2C1C=CC(=O)N2Cc1ccc(F)cc1,0.7450535188809423
O=C(NCc1ccc(F)cc1)C1=C2CC(CCN2c2ncnc3[nH]ccc23)C1,0.731765169844571
O=C1C2=C3CC(C2)C(CN3c2ncnc3[nH]ccc23)N1Cc1ccc(F)cc1,0.7643988452726905
CC1CC2=CN(c3ncnc4[nH]ccc34)CC1N(Cc1ccc(F)cc1)C2=O,0.7610904507434616
O=C1C2=C(CCC2)N(c2ncnc3[nH]ccc23)CCN1Cc1ccc(F)cc1,0.7599679878514058
O=C1C=CC2CCN(c3ncnc4[nH]ccc34)CC2N1Cc1ccc(F)cc1,0.7623194135890231
C=C1CC2C=CC(=O)N(Cc3ccc(F)cc3)C2CN1c1ncnc2[nH]ccc12,0.7456951194525535
C=C1CCC=CC(=O)N(Cc2ccc(F)cc2)CCN1c1ncnc2[nH]ccc12,0.7376912450987143
O=C1C=C2C=C(CC2)N(c2ncnc3[nH]ccc23)CCN1Cc1ccc(F)cc1,0.7440899103824504
CC1=CC(=O)N(Cc2ccc(F)cc2)CCN(c2ncnc3[nH]ccc23)CCC1,0.737398748483051
